RecipeId,Title,Description,ImageUrl,Cooktime,Serving
497,Mì gói ăn với mực và rau muống siu ngonnnn,Lạnh lạnh mà ăn món này là bị ghiền á,https://img-global.cpcdn.com/recipes/df45bfcc8f5d9f9f/300x426f0.5_0.500105_1.0q80/mi-goi-an-v%E1%BB%9Bi-m%E1%BB%B1c-va-rau-mu%E1%BB%91ng-siu-ngonnnn-recipe-main-photo.jpg,30 phút,1 phần ăn
498,Tàu Hũ Ky Cuộn Kho Thơm Nấm (Món chay),Món kho chay tổng hợp có gì cũng cho vô 😅,https://img-global.cpcdn.com/recipes/d2165bc1708e3fc4/300x426cq80/tau-hu-ky-cu%E1%BB%99n-kho-th%C6%A1m-n%E1%BA%A5m-mon-chay-recipe-main-photo.jpg,1 tiếng,2 phần
500,Canh Miến Dong Đậu Hũ Non,,https://img-global.cpcdn.com/recipes/353c135cc3d9cfe4/300x426f0.5_0.5_1.0q80/canh-mi%E1%BA%BFn-dong-d%E1%BA%ADu-hu-non-recipe-main-photo.jpg,,2 phần
501,Chả nấm kim châm chiên cay,,https://img-global.cpcdn.com/recipes/812fadad0f17f4ef/300x426f0.485604_0.5_1.0q80/ch%E1%BA%A3-n%E1%BA%A5m-kim-cham-chien-cay-recipe-main-photo.jpg,,2 phần
502,Bún Sườn Bò Tơ,"Món này ngon nhưng béo lắm mọi người, lâu lâu ăn hay đãi khách thì ok",https://img-global.cpcdn.com/recipes/56ae373899021c1f/300x426f0.5_0.543575_1.0q80/bun-s%C6%B0%E1%BB%9Dn-bo-t%C6%A1-recipe-main-photo.jpg,2 tiếng,6-7 phần ăn
503,Miến dong Eatclean hầm xương nấm tuyết,EatClean không khó 🫶,https://img-global.cpcdn.com/recipes/d75895de1540e5c9/300x426f0.5_0.56896_1.0q80/mi%E1%BA%BFn-dong-eatclean-h%E1%BA%A7m-x%C6%B0%C6%A1ng-n%E1%BA%A5m-tuy%E1%BA%BFt-recipe-main-photo.jpg,,2 phần
504,Đậu hũ ma bà healthy (ức gà),Công thức hao cơm bất bại.,https://img-global.cpcdn.com/recipes/df97cc50d0624c93/300x426f0.555252_0.574412_1.12457q80/d%E1%BA%ADu-hu-ma-ba-healthy-%E1%BB%A9c-ga-recipe-main-photo.jpg,30 phút,2 người
505,Canh Bí Xanh Nấu Tôm,"Bình thường bí xanh mình hay cắt khúc nấu canh, nay học cách bào sợi này nấu vừa nhanh lại dễ ăn, có vẻ ngon hơn nữa 👍🏻",https://img-global.cpcdn.com/recipes/b361ae965e920611/300x426f0.5_0.502497_1.0q80/canh-bi-xanh-n%E1%BA%A5u-tom-recipe-main-photo.jpg,30 phút,1 tô
506,Gà chiên giòn KFC - Kentucky fried chicken,"Món yêu thích của con gái. Mà mẹ nói lâu lâu mới được ăn, nhiều dầu mỡ lắm con.",https://img-global.cpcdn.com/recipes/fb1c9e5626e8bb25/300x426f0.5_0.5_1.0q80/ga-chien-gion-kfc-kentucky-fried-chicken-recipe-main-photo.jpg,1 tiếng,3 người
507,NẤM nhồi thịt gà hấp,"Mềm ngọt, thơm ngon lại tốt cho sức khỏe ... Hãy đổi vị cho những bữa cơm eat clean lạ miệng nhưng không lo tăng cân nè",https://img-global.cpcdn.com/recipes/148687ed7a2dcf10/300x426f0.5_0.5_1.0q80/n%E1%BA%A5m-nh%E1%BB%93i-th%E1%BB%8Bt-ga-h%E1%BA%A5p-recipe-main-photo.jpg,30 phút,1 người
508,Bông Cải Trắng và Đậu Cô Ve Xào Nấm Hương Khô,,https://img-global.cpcdn.com/recipes/5f44845b7a4bb6f0/300x426f0.48353_0.5_1.0q80/bong-c%E1%BA%A3i-tr%E1%BA%AFng-va-d%E1%BA%ADu-co-ve-xao-n%E1%BA%A5m-h%C6%B0%C6%A1ng-kho-recipe-main-photo.jpg,,2 phần ăn
509,Canh bí xanh nấu rong biển tôm khô,,https://img-global.cpcdn.com/recipes/b99025d83a225688/300x426f0.5_0.5_1.0q80/canh-bi-xanh-n%E1%BA%A5u-rong-bi%E1%BB%83n-tom-kho-recipe-main-photo.jpg,20 phút,3 người
510,Tôm Càng Nướng Phô Mai,"Món lai rai 15 phút nướng bằng nồi chiên không dầu, tôm nướng già trẻ lớn bé đều iu. 🍷",https://img-global.cpcdn.com/recipes/5809f5fae1ab8a47/300x426f0.5_0.52533_1.0q80/tom-cang-n%C6%B0%E1%BB%9Bng-pho-mai-recipe-main-photo.jpg,20 phút,2 phần ăn
511,Gỏi gà hành Tây,,https://img-global.cpcdn.com/recipes/9c701ab6dec1117b/300x426cq80/g%E1%BB%8Fi-ga-hanh-tay-recipe-main-photo.jpg,1 tiếng 30 phút,2 người
512,Mắm cá hộp chưng,"Mưa mưa chưng chén mắm ăn kèm cơm và rau quả thì bon cơm lắm luôn nè mọi người, làm kiểu này mắm k mặn nhiều và còn vị béo béo, nếu ăn mặn thì nêm mạnh tay hơn mình nha, Công thức mình dạo lượn được trên fb nè😀",https://img-global.cpcdn.com/recipes/0aa2d3cd02474f4f/300x426f0.501029_0.5_1.0q80/m%E1%BA%AFm-ca-h%E1%BB%99p-ch%C6%B0ng-recipe-main-photo.jpg,,
513,Canh miso rong biển,,https://img-global.cpcdn.com/recipes/c3c0e70294386028/300x426f0.5_0.5_1.0q80/canh-miso-rong-bi%E1%BB%83n-recipe-main-photo.jpg,20 phút,4 người
514,Hẹ chiên trứng,,https://img-global.cpcdn.com/recipes/883427b6dc03a8e4/300x426f0.5_0.5_1.0q80/h%E1%BA%B9-chien-tr%E1%BB%A9ng-recipe-main-photo.jpg,15 phút,3 người
515,Đậu gà kho tiêu (Cực ngon ạ) 😍,"Món này mình làm theo công thức trong sách Khởi sự ăn chay của Ducan Kitchen. Đây là 1 trong những món thành công nhất mình làm ngay từ lần đầu và hợp khẩu vị với mình ạ 😜 ngon lắm mọi người ơiii, mọi người thử làm đi, ko phí...",https://img-global.cpcdn.com/recipes/1deabdbb89520a03/300x426f0.326087_0.5_1.0q80/d%E1%BA%ADu-ga-kho-tieu-c%E1%BB%B1c-ngon-%E1%BA%A1-recipe-main-photo.jpg,30 phút,1 người
516,Mít Non Trộn Tôm và Da Heo,"Sáng mua miếng mít non ,nhà có tôm, da heo ,mỡ heo ,nhưng thiếu rau răm, thôi thay bằng hành lá cũng tạm.",https://img-global.cpcdn.com/recipes/a296e90deeba08de/300x426f0.5_0.5_1.0q80/mit-non-tr%E1%BB%99n-tom-va-da-heo-recipe-main-photo.jpg,,2 phần ăn
517,"Bánh canh xào nấm đùi gà, cà chua, phô mai",,https://img-global.cpcdn.com/recipes/501e4b1b3a6ba7da/300x426f0.5_0.5_1.0q80/banh-canh-xao-n%E1%BA%A5m-dui-ga-ca-chua-pho-mai-recipe-main-photo.jpg,40 phút,4 người
518,Heo quay và chả kho kim chi,"Món này lạ và ngon lắm, tận dụng heo quay và chả còn dư",https://img-global.cpcdn.com/recipes/ff7a3b2b52744f22/300x426f0.5_0.5_1.0q80/heo-quay-va-ch%E1%BA%A3-kho-kim-chi-recipe-main-photo.jpg,20 phút,2 người
519,Đỗ Khế (Đậu Rồng) Xào Trứng,"Đỗ khế ăn sống cũng ngon giòn, mà xào với tỏi, trứng, bò,… đều ngon. Món này đơn giản hợp bữa cơm gia đình, nhanh gọn lắm nha! đỗ khế",https://img-global.cpcdn.com/recipes/9a4877ed0e092596/300x426f0.5_0.568516_1.0q80/d%E1%BB%97-kh%E1%BA%BF-d%E1%BA%ADu-r%E1%BB%93ng-xao-tr%E1%BB%A9ng-recipe-main-photo.jpg,20 phút,2 phần ăn
520,Xôi Đậu Đen Nấu Bằng Nồi Cơm Điện,"Nồi cơm điện của mình có chế độ “slow cook” mình dùng nấu đậu, và “sticky rice” để nấu xôi. Nếu bạn dùng nồi khác, hãy bấm nút cook 2 lần, xôi vẫn rất ngon. Mùa lạnh ăn xôi ấm người, nhiều năng lượng, đây là một món ngon và...",https://img-global.cpcdn.com/recipes/274bec5b27629b2b/300x426f0.5_0.568516_1.0q80/xoi-d%E1%BA%ADu-den-n%E1%BA%A5u-b%E1%BA%B1ng-n%E1%BB%93i-c%C6%A1m-di%E1%BB%87n-recipe-main-photo.jpg,3 giờ,2 người ăn
521,Đậu Phụ Cuốn Rong Biển Chiên,Một món chiên đơn giản vừa đẹp vừa dễ làm. Phù hợp cho cả món ăn ngày thường lẫn món dùng cho dịp lễ tết.,https://img-global.cpcdn.com/recipes/dc0a1a73f7185434/300x426f0.421299_0.5_1.0q80/d%E1%BA%ADu-ph%E1%BB%A5-cu%E1%BB%91n-rong-bi%E1%BB%83n-chien-recipe-main-photo.jpg,,2 phần ăn
523,Trứng vịt cồ chiên thịt vai xay,,https://img-global.cpcdn.com/recipes/8d386283b0d7539a/300x426f0.5_0.5_1.0q80/tr%E1%BB%A9ng-v%E1%BB%8Bt-c%E1%BB%93-chien-th%E1%BB%8Bt-vai-xay-recipe-main-photo.jpg,20 phút,2 người
524,Cơm gà chiên giòn,,https://img-global.cpcdn.com/recipes/739532beeb5db40e/300x426f0.5_0.5_1.0q80/c%C6%A1m-ga-chien-gion-recipe-main-photo.jpg,60 phút,3 người
525,Lẩu nấm lá é,,https://img-global.cpcdn.com/recipes/6eb02450902b81ac/300x426f0.366537_0.5_1.0q80/l%E1%BA%A9u-n%E1%BA%A5m-la-e-recipe-main-photo.jpg,,4 người
526,Gà Nanban - Ẩm thực Nhật,"Chicken Nanban là đặc sản của tỉnh Miyazaki, Kyushu. Món này ra đời sau Thế chiến II, khi gà chiên được ngâm trong sốt chua ngọt kiểu Nanban – thuật ngữ chỉ ảnh hưởng ẩm thực phương Tây. Sau đó người ta thêm sốt tartar, tạo nên...",https://img-global.cpcdn.com/recipes/6d3c5a8b20086889/300x426f0.5_0.560339_1.0q80/ga-nanban-%E1%BA%A9m-th%E1%BB%B1c-nh%E1%BA%ADt-recipe-main-photo.jpg,30 phút,2 phần ăn
527,Gà chiên giòn,,https://img-global.cpcdn.com/recipes/eedeaf8756440499/300x426f0.5_0.5_1.0q80/ga-chien-gion-recipe-main-photo.jpg,60 phút,4 người
528,Bánh canh hẹ nấu cá,,https://img-global.cpcdn.com/recipes/17f909deb31c9f25/300x426f0.5_0.5_1.0q80/banh-canh-h%E1%BA%B9-n%E1%BA%A5u-ca-recipe-main-photo.jpg,30 phút,2 người
529,Mỳ trứng tươi bò sốt vang,Món ăn nấu nhanh gọn lẹ cả nhà rất thích,https://img-global.cpcdn.com/recipes/5123f309db8b31fa/300x426cq80/m%E1%BB%B3-tr%E1%BB%A9ng-t%C6%B0%C6%A1i-bo-s%E1%BB%91t-vang-recipe-main-photo.jpg,3 tiếng,3 người
530,Gỏi rau má trộn bò,"Rau má trộn gỏi là một món ăn thanh mát, kết hợp với bò xào nhiều dinh dưỡng tạo nên một món ăn vừa ngon vừa tốt cho sức khỏe",https://img-global.cpcdn.com/recipes/236e4232d5f8789b/300x426f0.5_0.5_1.0q80/g%E1%BB%8Fi-rau-ma-tr%E1%BB%99n-bo-recipe-main-photo.jpg,20 phút,3 người
531,Đậu Phụ Xào Sốt Thái,"Món đậu phụ đơn giản mà ngon, ăn cùng cơm trắng như 1 món ăn mặn",https://img-global.cpcdn.com/recipes/2d8747a85e3e61f6/300x426f0.503443_0.5_1.0q80/d%E1%BA%ADu-ph%E1%BB%A5-xao-s%E1%BB%91t-thai-recipe-main-photo.jpg,,4 phần ăn
532,Cơm Đậu Gà Om Xì Dầu Chay,"Cơm đậu gà om xì dầu (hay còn gọi là đậu gà kho nước tương) là một món chay rất bắt cơm, giàu đạm và cực kỳ dễ làm. Đậu gà sau khi om sẽ có độ bùi, dẻo, thấm vị mặn ngọt đậm đà.",https://img-global.cpcdn.com/recipes/2ce5a6ea5242a4d0/300x426f0.505921_0.5_1.0q80/c%C6%A1m-d%E1%BA%ADu-ga-om-xi-d%E1%BA%A7u-chay-recipe-main-photo.jpg,1 giờ,1-2 phần
533,SP.1015 - Sườn Heo Tiềm Củ Sen Táo Đỏ,- Tuần 34: củ sen,https://img-global.cpcdn.com/recipes/ae55bd2d9222d273/300x426f0.520422_0.5_1.0q80/sp1015-s%C6%B0%E1%BB%9Dn-heo-ti%E1%BB%81m-c%E1%BB%A7-sen-tao-d%E1%BB%8F-recipe-main-photo.jpg,90p,
534,Tôm Hùm Hấp,"Lần đầu tiên chế biến tôm hùm tại nhà. Con tôm này to lắm tới tay vẫn sống nhăn, mình cho ngăn đá cho tê tê mới đem ra rửa hấp. Tôm to nên hấp 20 phút đỏ au hết mới chín. Hấp xong chẻ con tôm ra ở phần đầu tôm có 1 miếng trắng to như ngón tay...",https://img-global.cpcdn.com/recipes/99a2febf8c1e3d97/300x426f0.531548_0.5_1.0q80/tom-hum-h%E1%BA%A5p-recipe-main-photo.jpg,20 phút,2 người
535,Cơm cuộn cá hồi phiên bản em bé,"Mình sử dụng cơm gạo dẻo và lúc làm có trộn thêm 1 chút xíu giấm đường nên có thể nói đây là cơm cuộn theo phong cách Nhật Bản chứ không phải phong cách Hàn Quốc. Đúng ra là sử dụng cá hồi cắt sợi rồi áp chảo qua, tuy nhiên...",https://img-global.cpcdn.com/recipes/c4ae861d7f6231d1/300x426f0.5_0.555136_1.0q80/c%C6%A1m-cu%E1%BB%99n-ca-h%E1%BB%93i-phien-b%E1%BA%A3n-em-be-recipe-main-photo.jpg,,2-3 người
536,Canh chua Nam Bộ biến tấu,Đây là món canh chua Nam bộ mình biến tấu không dùng giá đỗ mà cho vài lát măng tươi thêm ít bông súng để đổi vị. Món canh này hoàn toàn không dùng đường mà sử dụng vị ngọt tự nhiên từ dứa chín. Vị chua dịu tự nhiên từ cà chua và...,https://img-global.cpcdn.com/recipes/bb0333c1e6cd181c/300x426f0.44951_0.5_1.0q80/canh-chua-nam-b%E1%BB%99-bi%E1%BA%BFn-t%E1%BA%A5u-recipe-main-photo.jpg,,4 người
537,Lẩu Thái hải sản mừng năm mới,,https://img-global.cpcdn.com/recipes/deb840839f6fe1a7/300x426f0.5_0.5_1.0q80/l%E1%BA%A9u-thai-h%E1%BA%A3i-s%E1%BA%A3n-m%E1%BB%ABng-nam-m%E1%BB%9Bi-recipe-main-photo.jpg,30 phút,4 người
538,Canh Dưa Hường Nấu Tôm Khô,"Dưa hường hay dưa hồng thực chất là những quả dưa hấu non, được hái bớt để tập trung dinh dưỡng cho các quả chính. Loại quả này có vỏ xanh mướt, ruột trắng hoặc hồng nhạt, vị ngọt thanh và giòn tan, rất đặc trưng của vùng đất miền...",https://img-global.cpcdn.com/recipes/8de81b38773453fb/300x426f0.533637_0.557427_1.17933q80/canh-d%C6%B0a-h%C6%B0%E1%BB%9Dng-n%E1%BA%A5u-tom-kho-recipe-main-photo.jpg,30 phút,2 tô
539,Canh cải thìa cá viên,,https://img-global.cpcdn.com/recipes/bc197373223be25c/300x426f0.5_0.5_1.0q80/canh-c%E1%BA%A3i-thia-ca-vien-recipe-main-photo.jpg,15 phút,2 người
540,Tôm chiên xù,,https://img-global.cpcdn.com/recipes/1b2640c6d90b928e/300x426f0.5_0.500105_1.0q80/tom-chien-xu-recipe-main-photo.jpg,,1 người
541,Canh Bí Xanh Nấu Mộc Nhĩ,,https://img-global.cpcdn.com/recipes/4b3269141c6edc4e/300x426f0.472743_0.5_1.0q80/canh-bi-xanh-n%E1%BA%A5u-m%E1%BB%99c-nhi-recipe-main-photo.jpg,,4 phần
542,Canh mồng tơi nấu đậu phụ và rong kombu,,https://img-global.cpcdn.com/recipes/806cbe05b9ee64f1/300x426f0.502614_0.5_1.0q80/canh-m%E1%BB%93ng-t%C6%A1i-n%E1%BA%A5u-d%E1%BA%ADu-ph%E1%BB%A5-va-rong-kombu-recipe-main-photo.jpg,,1 tô
543,Sandwich trứng kiểu Nhật,Ai đi Nhật chắc cũng mê món này 😍 Hai nguyên liệu đơn giản nhưng biến tấu 1 chút là ăn ngon hơn hẳn 😆,https://img-global.cpcdn.com/recipes/6333e5bca5aa40dd/300x426f0.5_0.501018_1.0q80/sandwich-tr%E1%BB%A9ng-ki%E1%BB%83u-nh%E1%BA%ADt-recipe-main-photo.jpg,10 phút,2 phần ăn
544,Heo Rừng Nấu Tiêu Xanh,,https://img-global.cpcdn.com/recipes/db4e95ff57e400c3/300x426f0.502029_0.5_1.0q80/heo-r%E1%BB%ABng-n%E1%BA%A5u-tieu-xanh-recipe-main-photo.jpg,,
547,Mì mực nấu nấm,,https://img-global.cpcdn.com/recipes/087c997226bb4616/300x426f0.5_0.5_1.0q80/mi-m%E1%BB%B1c-n%E1%BA%A5u-n%E1%BA%A5m-recipe-main-photo.jpg,15 phút,1 người
548,"Củ sen kho nấm hương, mật mía",,https://img-global.cpcdn.com/recipes/59d482a8ce2ab059/300x426f0.5_0.628703_1.0q80/c%E1%BB%A7-sen-kho-n%E1%BA%A5m-h%C6%B0%C6%A1ng-m%E1%BA%ADt-mia-recipe-main-photo.jpg,30 phút,4 người
549,Thịt Nướng Muối Ớt,,https://img-global.cpcdn.com/recipes/a0ebb81a2e45425c/300x426f0.5_0.5_1.0q80/th%E1%BB%8Bt-n%C6%B0%E1%BB%9Bng-mu%E1%BB%91i-%E1%BB%9Bt-recipe-main-photo.jpg,,
550,Nhân Kem Trứng Muối Dẻo Bánh Trung Thu,"Cách làm nhân kem trứng muối dẻo cho bánh trung thu dẻo, nướng, mochi, bánh mì ngọt,… trứng muối",https://img-global.cpcdn.com/recipes/3ec9928210ae0816/300x426f0.5_0.492026_1.0q80/nhan-kem-tr%E1%BB%A9ng-mu%E1%BB%91i-d%E1%BA%BBo-banh-trung-thu-recipe-main-photo.jpg,20 phút,100 gr nhân
551,Canh Chua Cá Tầm,,https://img-global.cpcdn.com/recipes/5ad107f7e718adf1/300x426f0.5_0.5_1.0q80/canh-chua-ca-t%E1%BA%A7m-recipe-main-photo.jpg,30 phút,1 tô lớn
553,Mì soba trứng và cà chua,cám ơn bạn bếp 機能性食品 đã chia sẻ cách nấu này,https://img-global.cpcdn.com/recipes/a73706c12004e1e0/300x426f0.5_0.5_1.0q80/mi-soba-tr%E1%BB%A9ng-va-ca-chua-recipe-main-photo.jpg,30 phút,2 người
554,Thịt heo Đông Pha,"Tuần 30: món ngon vùng miền Một món thịt nấu lạ ăn bắt miệng, tan mềm ngay từ miếng đầu tiên. Món thịt kho này xuất phát từ thời xa xưa chuyện từ thời nhà Đường. Để nhớ lại vì sao có món thịt này, hãy quay lại thời điểm...",https://img-global.cpcdn.com/recipes/522a3b20b572a030/300x426f0.5_0.485901_1.0q80/th%E1%BB%8Bt-heo-dong-pha-recipe-main-photo.jpg,Tùy khi ướp thịt,4 people
556,Đậu hũ trứng non chiên giòn,"Món làm nhanh mà ngon lắm luôn, trẻ con rất thích ạ. Làm xong ăn nhanh quá nên chưa kịp chụp thành phẩm 😃",https://img-global.cpcdn.com/recipes/c7b09bb89eba9652/300x426cq80/d%E1%BA%ADu-hu-tr%E1%BB%A9ng-non-chien-gion-recipe-main-photo.jpg,15 phút,4 người
557,SP.0995 - Bò Bía Mặn,Bò bía mặn là 1 món ăn tuổi thơ mà mình thích ăn. Ngày đó người ta làm mỗi cuốn bé tí ăn không đã. Giờ thì mình làm cuốn thiệt to gấp đôi ăn cho đã nhưng mình thích dùng bánh tráng loại nhúng nước ăn nó dẻo dẻo dai dai hơn là các loại...,https://img-global.cpcdn.com/recipes/d09fda133e42d19c/300x426f0.500659_0.5_1.0q80/sp0995-bo-bia-m%E1%BA%B7n-recipe-main-photo.jpg,30p,24 phần
558,Canh cà chua nấu mực,,https://img-global.cpcdn.com/recipes/be368532197058a2/300x426f0.5_0.5_1.0q80/canh-ca-chua-n%E1%BA%A5u-m%E1%BB%B1c-recipe-main-photo.jpg,15 phút,2 người
559,Măng xào nấm,"Canh măng miến hoặc canh sườn măng là 1 trong những món truyền thống trong mâm cỗ ngày tết. Quy trình để có măng ngon rất mất thời gian từ ngâm măng, luộc xé. Vậy nên để tối ưu thời gian cho những ngày tết bận mải mình sẽ làm...",https://img-global.cpcdn.com/recipes/071e78dd2f1e9675/300x426f0.504693_0.499732_1.00054q80/mang-xao-n%E1%BA%A5m-recipe-main-photo.jpg,1 ngày,2 hộp
560,Phở khô xào hải sản,"Phở khô xào hải sản, cọng phở trụng vừa chín đến mới đảm bảo được độ dai, thêm tôm, mực tươi, lá hẹ và giá sẽ góp phần làm cho món phở xào thêm ngon. (Tuần 32)",https://img-global.cpcdn.com/recipes/40231c4cdafe574c/300x426f0.5_0.5_1.0q80/ph%E1%BB%9F-kho-xao-h%E1%BA%A3i-s%E1%BA%A3n-recipe-main-photo.jpg,45 phút,2 phần
561,Canh ĐUÔI HEO nấu với cà rốt 🥕,"Là một món canh bổ dưỡng, ngọt thanh & được xem là một bài thuốc dân gian rất tốt cho sức khỏe như: giúp cải thiện thị lực, ngăn ngừa khô mắt & ngăn ngừa nếp nhăn, làm chậm quá trình lão hóa",https://img-global.cpcdn.com/recipes/3fe5cb61a8483422/300x426f0.5_0.5_1.0q80/canh-duoi-heo-n%E1%BA%A5u-v%E1%BB%9Bi-ca-r%E1%BB%91t-recipe-main-photo.jpg,60 phút,2 người
562,Cơm thịt nướng đơn giản cho bữa sáng,,https://img-global.cpcdn.com/recipes/679e253fe4419e1e/300x426f0.5_0.5_1.0q80/c%C6%A1m-th%E1%BB%8Bt-n%C6%B0%E1%BB%9Bng-d%C6%A1n-gi%E1%BA%A3n-cho-b%E1%BB%AFa-sang-recipe-main-photo.jpg,30 phút,2 người
563,Lẩu Gà Hấp Hèm,"Gà hấp hèm quán 34 Hóc Môn chắc ai ăn cũng nhớ mãi hương vị. Món này dọn kiểu lẩu ăn ngày mưa lạnh cũng rất hợp. Vị hèm chua dịu, thơm lắm, không giống giấm hay mẻ, hãy thử nấu 1 lần nha!",https://img-global.cpcdn.com/recipes/f9cd225dd527a1cd/300x426cq80/l%E1%BA%A9u-ga-h%E1%BA%A5p-hem-recipe-main-photo.jpg,2 giờ,2-3 người
564,Bún gạo xào thịt nạc vai,,https://img-global.cpcdn.com/recipes/74aa41ab0c60914f/300x426f0.5_0.5_1.0q80/bun-g%E1%BA%A1o-xao-th%E1%BB%8Bt-n%E1%BA%A1c-vai-recipe-main-photo.jpg,30 phút,2 người
565,Đậu cô ve xào nấm đông cô khô,Món chay đơn giản “mở hàng” cho tháng 7 Vu Lan,https://img-global.cpcdn.com/recipes/3c86eb1e7621b921/300x426f0.490168_0.5_1.0q80/d%E1%BA%ADu-co-ve-xao-n%E1%BA%A5m-dong-co-kho-recipe-main-photo.jpg,,3 phần ăn
566,Cá chim kho thơm,Nước cá ăn kèm bún cũng ngon tuần 40 thơm,https://img-global.cpcdn.com/recipes/2e357b0610c1a12e/300x426f0.494752_0.5_1.0q80/ca-chim-kho-th%C6%A1m-recipe-main-photo.jpg,45 phút,3 người
567,Bánh Ướt Lòng Gà,"Năm nay mưa gió bão bùng quá, tháng 1 còn mưa, nhà mình không dám đi Đà Lạt du lịch, đành làm món bánh ướt lòng gà Đà Lạt ăn đỡ vậy. Trời Saigon cũng se lạnh, cũng hợp lắm luôn 😅",https://img-global.cpcdn.com/recipes/558e2b1a1235a83d/300x426f0.5_0.554498_1.0q80/banh-%C6%B0%E1%BB%9Bt-long-ga-recipe-main-photo.jpg,20 phút,3 người
568,Canh Chua Cá Hú,"Canh chua cá hú Nam Bộ ngày mưa gió. Canh chua mình thường nấu chua nhiều, ngọt nhiều. Chỉ nêm muối/nước mắm, không dùng bột ngọt hạt nêm sẽ ra vị lờ lợ là lạ. canh chua",https://img-global.cpcdn.com/recipes/8539dde5e6a54cbb/300x426cq80/canh-chua-ca-hu-recipe-main-photo.jpg,20 phút,2 tô
569,Ếch núp lùm,có dịp đi chơi cùng bạn ghé quán ăn món này mà tên nghe cũng hay hôm nay mình làm lại,https://img-global.cpcdn.com/recipes/56c23dac37d3d0bc/300x426f0.5_0.5_1.0q80/%E1%BA%BFch-nup-lum-recipe-main-photo.jpg,45 phút,2 người
570,Mực Lá Xào,Món ngon bổ dưỡng lại nấu cũng nhanh nữa,https://img-global.cpcdn.com/recipes/727ee18375d95f0c/300x426f0.502029_0.5_1.0q80/m%E1%BB%B1c-la-xao-recipe-main-photo.jpg,,
571,Canh miso mướp và rong biển,"Món gốc nấu cùng đậu hũ trắng và nấm, không có sẵn đậu và nấm nên mình thêm thịt xay và tép khô thay thế, dùng cho bữa cơm hàng ngày",https://img-global.cpcdn.com/recipes/3adb029c7932f45f/300x426f0.5_0.5_1.0q80/canh-miso-m%C6%B0%E1%BB%9Bp-va-rong-bi%E1%BB%83n-recipe-main-photo.jpg,20 phút,3 người
572,Thịt vai heo sốt cà chua,,https://img-global.cpcdn.com/recipes/16dab6ea91c3a55c/300x426f0.5_0.5_1.0q80/th%E1%BB%8Bt-vai-heo-s%E1%BB%91t-ca-chua-recipe-main-photo.jpg,25 phút,4 người
573,Khô Mực Kho Tiêu,Món mặn xuất sắc khi nhà hết sạch thịt cá chỉ còn khô mực. (Tuần 28),https://img-global.cpcdn.com/recipes/81f8f047238ac780/300x426f0.549565_0.5_1.0q80/kho-m%E1%BB%B1c-kho-tieu-recipe-main-photo.jpg,30 phút,3 người
574,Bún nghệ xào LÒNG HEO,"Lạ miệng, thơm ngon ăn là ghiền ... Với sắc vàng ươm bắt mắt, lòng giòn dai béo ngậy quyện với bún mềm thấm vị ngọt ngon từ lòng ... Một món ăn rất ấm bụng trong những ngày mưa lạnh &amp; giảm cảm-ho khi thời tiết thay đổi, đây là món...",https://img-global.cpcdn.com/recipes/8c206d72b74de492/300x426f0.5_0.5_1.0q80/bun-ngh%E1%BB%87-xao-long-heo-recipe-main-photo.jpg,30 phút,5 người
575,"Bún Cá Ngừ, Chả Cá",Nấu nước dùng bún cá từ rau củ có vị ngọt thanh mà không bị ngán.,https://img-global.cpcdn.com/recipes/2fa331297c3d4a03/300x426f0.5_0.5_1.0q80/bun-ca-ng%E1%BB%AB-ch%E1%BA%A3-ca-recipe-main-photo.jpg,1h,5 tô
576,Trứng Cút Ốp La,"Món ngon đơn giản, dễ làm. Ăn cơm cũng ngon mà nhậu cũng được",https://img-global.cpcdn.com/recipes/a8b56ccd980253fe/300x426cq80/tr%E1%BB%A9ng-cut-%E1%BB%91p-la-recipe-main-photo.jpg,,2 phần ăn
577,"Đậu Bắp, Nấm Đông Cô Áp Chảo","Nhờ giàu chất xơ, vitamin, khoáng chất và hàm lượng calo thấp, đậu bắp và nấm đông cô mang lại nhiều lợi ích cho sức khỏe giúp hỗ trợ tiêu hóa, kiểm soát đường huyết, tăng cường sức khỏe tim mạch, xương và hệ...",https://img-global.cpcdn.com/recipes/5ce2dc61a03d6079/300x426f0.500306_0.5_1.0q80/d%E1%BA%ADu-b%E1%BA%AFp-n%E1%BA%A5m-dong-co-ap-ch%E1%BA%A3o-recipe-main-photo.jpg,25 phút,2-3 người
578,"Ếch xào lá giang, bạc hà chua chua cay cay thơm ngon",Món ăn từ ếch,https://img-global.cpcdn.com/recipes/878a928f2446592c/300x426f0.5_0.501136_1.0q80/%E1%BA%BFch-xao-la-giang-b%E1%BA%A1c-ha-chua-chua-cay-cay-th%C6%A1m-ngon-recipe-main-photo.jpg,20 phút,4 người ăn
579,Tôm thịt cuốn bánh tráng,,https://img-global.cpcdn.com/recipes/daf1c1d36cb04b01/300x426f0.5_0.5_1.0q80/tom-th%E1%BB%8Bt-cu%E1%BB%91n-banh-trang-recipe-main-photo.jpg,30 phút,3 người
